Serial,Event,Region,District,Date,Location,Country,latitude,longitude,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses USD,Losses Local,Education Centers,Hospitals,Damages in Crops Ha,Lost Cattle,Damages in Roads Mts,GLIDEnumber,Comments
1815,RAINSTORM,BRONG AHAFO,BANDA,2017/03/19,Makala,Ghana,8.1495671,-2.3671675,,,,,8,,,,,0,0,,,,0,,,
1813,RAINSTORM,BRONG AHAFO,BANDA,2017/02/25,Dorbor,Ghana,7.8742008,-2.3151417,,,,,35,,,,,0,0,,,,0,,,
1723,RAINSTORM,VOLTA,KRACHI NCHUMURU,2017/07/25,AYOAKURA,Ghana,8.1882817,-0.4265381,,,,,14,,,,,0,0,,,10,0,,,A COMBINED ESTIMATED COST OF DAMAGE TO CROPS AND HOUSING AMOUNTED TO 1100.
1721,RAINSTORM,VOLTA,KRACHI NCHUMURU,2017/07/25,WURENJA,Ghana,8.1882817,-0.4265381,,,,,54,,,,,0,0,,,6,0,,,A COMBINED ESTIMATED COST OF DAMAGE TO CROPS AND HOUSING AMOUNTED TO 22500.
1719,RAINSTORM,VOLTA,KRACHI NCHUMURU,2017/07/25,KORKORSE,Ghana,8.1882817,-0.4265381,,,,,19,,,,,0,0,,,6,0,,,A COMBINED ESTIMATED COST OF DAMAGE TO CROPS AND HOUSING AMOUNTED TO 9000.
1717,RAINSTORM,VOLTA,KRACHI NCHUMURU,2017/07/25,KWAME AKURA,Ghana,7.9851464,-0.3537296,,,,,57,,,,,0,0,,,8,0,,,A COMBINED ESTIMATED COST OF DAMAGE TO CROPS AND HOUSING AMOUNTED TO 10000.
1715,RAINSTORM,VOLTA,JASIKAN,2017/02/01,KUDJE,Ghana,7.4093647,0.4193246,,,,,,,,,,0,0,,,,0,,,ESTIMATED COST OF LOSS 2000 RECORDED WITHOUT DETAILS.
1713,RAINSTORM,VOLTA,JASIKAN,2017/04/04,BAGLO ODUM,Ghana,7.3040686,0.633173,,,,,,,,,,0,0,,,,0,,,ESTIMATED COST OF LOSS 19000 WITHOUT DETAILS.
1636,FLOOD,VOLTA,NKWANTA SOUTH,2017/09/08,BONTIBON,Ghana,8.2592692,0.4781615,,,,,5,,,,,0,0,,,,0,,,
1622,RAINSTORM,VOLTA,NKWANTA SOUTH,2017/07/25,ODUMASE,Ghana,8.2577635,0.428779,,,,,10,,,,,0,0,,,,0,,,
1531,RAINSTORM,VOLTA,HOHOE MUNICIPAL,2017/02/25,AKPAFU ODOMI,Ghana,7.2756327,0.4650306,,,,,65,,,,,0,0,,,,0,,,
1529,RAINSTORM,VOLTA,HOHOE MUNICIPAL,2017/02/25,HEPSS DOWN,Ghana,7.1674081,0.4648057,,,,,2,,,,,0,0,,,,0,,,
1527,FLOOD,VOLTA,KPANDO MUNICIPAL,2017/07/26,DAFOR T.N.U,Ghana,7.0004596,0.140207,,,,,32,,,,,0,0,,,,0,,,
1525,FLOOD,VOLTA,KPANDO MUNICIPAL,2017/07/26,KUDZRA,Ghana,7.0004596,0.140207,,,,,,,,,,0,0,,,1,0,,,
1523,FLOOD,VOLTA,KPANDO MUNICIPAL,2017/07/26,GBEFI HOEME,Ghana,7.0036374,0.3776704,,,,,,,,,,0,0,,,23,0,,,NO HUMAN LIVES AFFECTED.
1521,RAINSTORM,VOLTA,KPANDO MUNICIPAL,2017/03/24,GADZA,Ghana,7.0165643,0.3182602,,,,,4,,,,,0,0,,,,0,,,
1519,RAINSTORM,VOLTA,KETU NORTH MUNICIPAL,2017/05/07,WHETA,Ghana,6.0817534,0.9652733,,,,,2,,,,,0,0,,,,0,,,
1515,RAINSTORM,VOLTA,HO MUNICIPAL,2017/12/19,AVEVI,Ghana,6.6774172,0.3298825,,,,,,,,,,0,0,,,,0,,,ESTIMATED COST OF 18000 WITHOUT DETAILS.
1502,RAINSTORM,CENTRAL,AGONA EAST,2017/05/08,Agona Kwanyako,Ghana,5.5970327,-0.6461786,,,,,1,,,,,0,0,,,,0,,,
1500,RAINSTORM,CENTRAL,AGONA EAST,2017/07/07,"Mankron Junction, Kwesitwikrom",Ghana,5.6407381,-0.6193053,,,,,2,,,,,0,0,,,,0,,,
1498,FLOOD,CENTRAL,GOMOA EAST,2017/03/14,Gomoa Nyanyano,Ghana,5.4826502,-0.4409973,,,,,,,,,,0,0,,,,0,,,Some Of the items destroyed are salt platforms pumps and warehouse
1493,RAINSTORM,VOLTA,HO WEST,2017/03/24,TSITO TOWNSHIP,Ghana,6.6009178,0.0403304,,,,,16,,,,,0,0,,,,0,,,
1488,FLOOD,VOLTA,HO MUNICIPAL,2017/06/12,OLD HOUSING ESTATE,Ghana,6.604716,0.4652042,,1,,,,,,,,0,0,,,,0,,,A BRIDGE COLLAPSED
1487,FLOOD,VOLTA,HO MUNICIPAL,2017/05/30,RABBAZZAY ROAD,Ghana,6.6084432,0.4695742,,,,,,,,,,0,0,,,,0,,,
1484,RAINSTORM,VOLTA,HO MUNICIPAL,2017/02/01,BANKOE,Ghana,6.6141525,0.4670048,,,,,1,,,,,0,0,,,,0,,,
1479,FLOOD,VOLTA,HO MUNICIPAL,2017/01/27,HAVE,Ghana,6.6774172,0.3298825,,,,,1,,,,,0,0,,,,0,,,
1476,FLOOD,CENTRAL,CAPE COAST METROPOLITAN,2017/05/06,Ekon,Ghana,5.1212712,-1.2252174,,,,,5,,,,,0,0,,,,0,,,
1475,FLOOD,CENTRAL,AWUTU SENYA EAST MUNICIPAL,2017/04/20,Columbia Juntion,Ghana,5.5523939,-0.4679623,,,,,4,,,,,0,0,,,,0,,,
1462,RAINSTORM,VOLTA,KRACHI WEST,2017/09/21,EHIMAN KYRE,Ghana,7.9821053,-0.3983399,,,,,,,,,,0,0,,,,0,,,
1460,RAINSTORM,VOLTA,KRACHI WEST,2017/09/21,KETE,Ghana,7.8286451,-0.0235316,,,,,,,,,,0,0,,,,0,,,
1459,RAINSTORM,VOLTA,KRACHI WEST,2017/09/21,OLD KADENTNE,Ghana,8.0432767,0.1937075,,,,,,,,,,0,0,,,,0,,,
1452,FLOOD,CENTRAL,UPPER DENKYIRA EAST,2017/07/01,"Perentase, Bedieso, Subinso, Railways, Accra Town",Ghana,5.8620146,-2.2974391,,,,,336,,,,,0,0,,,6,0,,,
1450,FLOOD,CENTRAL,GOMOA WEST,2017/07/09,"Gomoa Maim, Asempayim",Ghana,5.4771808,-0.7544157,,,,,,,,,,0,0,,,7,0,,,
1448,FLOOD,CENTRAL,TWIFO ATTI MORKWA,2017/07/03,"Old Praso, Twansukuda, New Tofoe, New York, Bankyease,",Ghana,5.6094593,-1.5487622,,,,,451,,,,,0,0,,,,0,,,10 Acres Of farmland was also affected
1446,FLOOD,CENTRAL,AGONA EAST,2017/11/15,Agona Sarfo,Ghana,5.6290662,-0.8943694,,,,,1,,,,,0,0,,,,0,,,
1444,FLOOD,CENTRAL,GOMOA EAST,2017/10/06,Gomoa Adzientem,Ghana,5.4789395,-0.5881059,,,,,4,,,,,0,0,,,,0,,,
1442,TIDAL WAVES,CENTRAL,MFANTSIMAN MUNICIPAL,2017/06/11,"Anomabo, Abandze, Komantse, Ankarful",Ghana,5.1773921,-1.1332227,,4,,,,,,,,0,0,,,,0,,,"items destroyed were 34 canoes, 34 nets, 13 Outboard motors"
1440,TIDAL WAVES,CENTRAL,GOMOA EAST,2017/06/11,Gomoa Nyanyano,Ghana,5.4826502,-0.4409973,,,,,,,,,,0,0,,,,0,,,"9 canoes, 3 Outboard motors, 9 fishing nets, 7 ropes"
1437,TIDAL WAVES,CENTRAL,CAPE COAST METROPOLITAN,2017/06/10,"Anafo, Idan",Ghana,5.1419582,-1.2441145,1,,,,,,,,,0,0,,,,0,,,"items destroyed were 4 Canoes, 1 outboard motor, 1 fishing net. An mount estimation of 148,000"
1435,THUNDERSTORM,CENTRAL,KOMENDA EDNA EGUAFO ABIREM MUN,2017/11/20,Dompoase Kokwado,Ghana,5.1629672,-1.4183521,,,,,1,,,,,0,0,,,,0,,,
1422,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/26,Aprade,Ghana,7.7284503,-1.4164368,,,,1,,,,,,0,0,,,,0,,,
1419,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/24,Patruua,Ghana,7.7284503,-1.4164368,,,,,,,,,,0,0,,,,0,,,
1415,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2018/04/18,Nyanfibe No.2,Ghana,7.7284503,-1.4164368,,,,1,,,,,,0,0,,,,0,,,
1412,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/19,Atebubu,Ghana,7.7532188,-0.9940053,,,,2,,,,,,0,0,,,,0,,,
1410,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/17,Zongo Jato,Ghana,7.6525006,-1.0698451,,,,1,,,,,,0,0,,,,0,,,
1408,RAINSTORM,NORTHERN,KARAGA,2017/08/16,,Ghana,9.9177467,-0.7955256,,,,,12,,,,,0,0,,,,0,,,NO ECONOMIC COST PROVIDED FOR AFFECTED HOUSES.
1407,RAINSTORM,NORTHERN,TATALE/SANGULI,2017/08/04,,Ghana,9.1397602,0.0579809,,,,,25,,,,,0,0,,,,0,,,NO ECONOMIC COST PROVIDED FOR AFFECTED HOUSES.
1404,RAINSTORM,NORTHERN,SABOBA,2017/07/17,,Ghana,9.7079985,0.288777,,,,,71,,,,,0,0,,,,0,,,NO ECONOMIC COST PROVIDED FOR AFFECTED HOUSES.
1384,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/29,Zongo Jato,Ghana,7.6525006,-1.0698451,,,,,,,,,,0,0,,,1,0,,,Two Adult and One child were displaced
1370,FLOOD,NORTHERN,SAVELUGU MUNICIPAL,2017/07/25,,Ghana,9.6124904,-0.8477071,,,,,31,,,,,0,0,,,,0,,,
1464,RAINSTORM,VOLTA,KRACHI WEST,2017/04/20,DAMBAI LAKESIDE,Ghana,8.0601196,0.1820579,,,,,9,,,,,0,0,,,,0,,,
1456,FLOOD,CENTRAL,AWUTU SENYA EAST MUNICIPAL,2017/05/17,Shalom Community,Ghana,5.5598077,-0.2940953,,,,,,,,,,0,0,,,,0,,,estimated cost for items described is 320.00
1451,FLOOD,CENTRAL,ASSIN NORTH,2017/74/01,"Assin Atentam, Assin Bremang, Assin Nkukuase, Assin Ayetey",Ghana,5.8824612,-1.2994133,,,,,112,,,,,0,0,,,710,0,,,
1449,FLOOD,CENTRAL,TWIFO ATTI MORKWA,2017/07/30,"Abubri, Somnyamekodu, Praso Zongo, Afosua",Ghana,5.6094593,-1.5487622,,,,,2,,,,,0,0,,,,0,,,Other affected items are 3.5 Acres of Cocoa and 2 acres Of rice
1447,FLOOD,CENTRAL,ASIKUMA ODOBEN BRAKWA,2017/11/01,Breman Baako,Ghana,5.6271741,-1.1821195,,,,,17,,,,,0,0,,,,0,,,107 students were also affected. 54 males and 53 females
1445,FLOOD,CENTRAL,EFFUTU MUNICIPAL,2017/10/16,Ntakofa Silverkrom,Ghana,5.5357125,-0.6728757,,,,,5,,,,,0,0,,,,0,,,"Other items destroyed are 1 acre Of plantation, and a poultry farm"
1443,TIDAL WAVES,CENTRAL,AWUTU SENYA WEST,2017/06/11,Senya Breku,Ghana,5.5596426,-0.6890166,,3,,,,,,,,0,0,,,,0,,,"items destroyed were 7 canoes, 2 Outboard motors, 6 fishing nets"
1441,TIDAL WAVES,CENTRAL,GOMOA WEST,2017/06/10,"Apam, Dago",Ghana,5.2949377,-0.7564262,,,,,,,,,,0,0,,,,0,,,"23 canoes, 15 nets, 11 ropes, 1 Outboard motors were the items destroyed"
1438,TIDAL WAVES,CENTRAL,EFFUTU MUNICIPAL,2017/06/11,Penkye,Ghana,5.3745715,-0.6439375,,,,,,,,,,0,0,,,,0,,,"24 canoes, 5 Outboard motors, 191 fishing nets"
1424,FLOOD,NORTHERN,ZABZUGU,2017/11/11,,Ghana,9.2943415,0.3455969,,,,,32,,,,,0,0,,,117,0,,,"NO ECONOMIC COST PROVIDED FOR AFFECTED HOUSES.
NO ECONOMIC COST PROVIDED FOR AFFECTED CROPS."
1417,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/02/03,Bafour Jato Zongo,Ghana,7.7284503,-1.4164368,,,,1,,,,,,0,0,,,,0,,,
1415,FLOOD,BRONG AHAFO,,2018/04/18,Nyanfibe No.2,Ghana,6.5581818,-1.6817881,,,,1,,,,,,0,0,,,,0,,,
1413,RAINSTORM,NORTHERN,KUMBUMGU,2017/09/04,,Ghana,9.560591,-0.9580612,,,,,50,,,,,0,0,,,,0,,,NO ECONOMIC COST PROVIDED FOR AFFECTED HOUSES.
1411,RAINSTORM,NORTHERN,SAVELUGU MUNICIPAL,2017/08/28,,Ghana,9.6124904,-0.8477071,,,,,29,,,,,0,0,,,,0,,,NO ECONOMIC COST PROVIDED FOR AFFECTED HOUSES.
1409,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/12,Asantebo,Ghana,7.7284503,-1.4164368,,,,1,,,,,,0,0,,,,0,,,
1406,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/14,Sanwakyi,Ghana,7.7284503,-1.4164368,,,,2,,,,,,0,0,,,,0,,,
1405,RAINSTORM,NORTHERN,BUNKPURUGU YONYO,2017/07/20,,Ghana,10.4656153,-0.416707,,,,,304,,,,,0,0,,,,0,,,NO ECONOMIC COST PROVIDED FOR AFFECTED HOUSES.
1386,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/02/08,Zongo Jato,Ghana,7.6525006,-1.0698451,,,,,,,,,,0,0,,,2,0,,,Two adult and 2 children displaced
1382,FLOOD,BRONG AHAFO,ATEBUBU AMANTIN,2017/01/24,Ahotor,Ghana,7.7284503,-1.4164368,,,,,,,,,,0,0,,,1,0,,,One person displaced
1378,FLOOD,CENTRAL,AGONA EAST,2017/07/19,NADMO Store,Ghana,5.5394465,-0.7062066,,,,,,,,,,0,0,,,,0,,,
1369,FLOOD,NORTHERN,KPANDAI,2017/07/25,,Ghana,8.3868106,-0.2053069,,,,,,,,,,0,0,,,1081,0,,,"NO ECONOMIC COST PROVIDED FOR CROPS AFFECTED.
NO ECONOMIC COST PROVIDED FOR BUILDINGS AFFECTED."
1367,FLOOD,NORTHERN,NANUMBA SOUTH,2017/07/25,,Ghana,8.7659703,-0.3109168,,,,,39,,,,,0,0,,,113,0,,,NO ECONOMIC COST PROVIDED FOR CROPS AFFECTED.
1365,FLOOD,NORTHERN,EAST GONJA,2017/07/25,,Ghana,8.724168,-1.1703921,,,,,57,,,,,0,0,,,,0,,,
1363,FLOOD,NORTHERN,TATALE/SANGULI,2017/08/12,,Ghana,9.1397602,0.0579809,,,,,31,,,,,0,0,,,,0,,,
1361,FLOOD,NORTHERN,YENDI MUNICIPAL,2017/07/28,,Ghana,9.4736618,-0.2871944,,,,,28,,,,,0,0,,,246,0,,,NO ECONOMIC COST PROVIDED FOR CROPS AFFECTED.
1359,FLOOD,NORTHERN,TAMALE NORTH SUB METRO,2017/07/17,,Ghana,9.3926852,-1.0744259,1,,,,234,,,,,0,0,,,174,0,,,NO ESTIMATES PROVIDED FOR AFFECTED CROPS.
1332,FLOOD,NORTHERN,TAMALE NORTH SUB METRO,2017/07/17,,Ghana,9.3926852,-1.0744259,,,,,234,,,,,0,0,,,174,0,,,
1331,RAINSTORM,NORTHERN,WEST GONJA,2017/04/24,"LUKULA, DANBOLTO, DAMONGO",Ghana,9.0890017,-1.8444589,,,,,10,,,,,0,0,,,,0,,,
1327,RAINSTORM,NORTHERN,MAMPRUGU MOAGDURI,2017/04/05,"TANTILA, LOAGRI, SAKPABA, KPATORIGU,YIZESI",Ghana,10.2390323,-1.2767828,,,,,64,,,,,0,0,,,,0,,,TWO (2)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1324,RAINSTORM,NORTHERN,SAVELUGU MUNICIPAL,2017/04/13,"SAVELUGU, BALSHE, TUMAHI, ADAYILI DINGONI, NYOGLO",Ghana,9.592175,-0.8343084,,,,,88,,,,,0,0,,,,0,,,FOUR (4)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1320,RAINSTORM,NORTHERN,WEST GONJA,2017/04/05,"ATRIBUTA, ALHASSAN-KURU, ZANGO YIRPALA, YAGBUN-KURU",Ghana,9.221781,-2.4232296,,,,,140,,,,,0,0,,,,0,,,FOUR (4)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1319,RAINSTORM,NORTHERN,GUSHIEGU MUNICIPAL,2017/04/16,"ZAMASHIGU, GUSHEGU, KPATINGA, BOGU, NAKUNGA, KPATILI",Ghana,9.8327123,-0.30847,,,,,57,,,,,0,0,,,,0,,,TWO (2)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1314,RAINSTORM,NORTHERN,TOLON,2017/04/20,"TALI, DUNDO, NYANKPAL, KPASOGU, WORIBOGU, KUKOU",Ghana,9.4236025,-1.0442627,,,,,59,,,,,0,0,,,,0,,,TWO (2) SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1312,RAINSTORM,NORTHERN,ZABZUGU,2017/04/15,"NAKPALI, NBEBUDO",Ghana,8.9810958,0.3156424,,,,,19,,,,,0,0,,,,0,,,ONE (1)SCHOOL BUILDING HAD THEIR ROOF RIPPED OFF.
1310,RAINSTORM,NORTHERN,SAGNERIGUMUNICIPAL,2017/05/04,"DIMALI, KUKOU, SOGNAYILI, CHOGG-YAPALSI, ZAGYURI",Ghana,9.4608731,-0.8457974,,,,,414,,,,,0,0,,,,0,,,FIVE (5) SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1209,RAINSTORM,NORTHERN,SAVELUGU MUNICIPAL,2017/03/01,"SAVELUGU, BALSHE, TUMAHI, ADAYILI DINGONI, NYOGLO",Ghana,9.592175,-0.8343084,,,,,22,,,,,0,0,,,,0,,,TWO (2) SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1208,RAINSTORM,BRONG AHAFO,KINTAMPO SOUTH,2017/11/04,Beposo,Ghana,7.9813777,-1.3531637,,,,,1,,,,,0,0,,,,0,,,
1204,RAINSTORM,BRONG AHAFO,JAMAN NORTH,2017/11/05,Kokoa,Ghana,7.8516484,-2.6530266,,,,,3,,,,,0,0,,,,0,,,
1202,RAINSTORM,BRONG AHAFO,ASUNAFO NORTH,2017/101/01,Abdidjan,Ghana,6.9435767,-2.7890221,,,,,,,,,,0,0,,,,0,,,
1196,RAINSTORM,BRONG AHAFO,ATEBUBU AMANTIN,2017/11/19,Fakwasi,Ghana,7.776351,-1.3475847,,,,,2,,,,,0,0,,,,0,,,
1195,RAINSTORM,BRONG AHAFO,ATEBUBU AMANTIN,2017/11/19,Zongo,Ghana,7.7284503,-1.4164368,,,,,3,,,,,0,0,,,,0,,,
1192,RAINSTORM,NORTHERN,GONJA CENTRAL,2017/03/20,"KUSAWGU, KADIGBONTO, DIGMA",Ghana,9.2148373,-1.0658457,,,,,16,,,,,0,0,,,,0,,,ONE SCHOOL BUILDING ALSO HAD ITS ROOF RIPPED OFF.
1182,RAINSTORM,BRONG AHAFO,DORMAA WEST,2017/10/14,Kwakuanya,Ghana,6.9747638,-3.1125897,,,,,1,,,,,0,0,,,,0,,,information provided is incomplete
1178,RAINSTORM,BRONG AHAFO,NKORANZA NORTH,2017/11/23,Boaben,Ghana,7.7189442,-1.698289,,,,,1,,,,,0,0,,,,0,,,
1176,RAINSTORM,BRONG AHAFO,NKORANZA NORTH,2017/11/23,Dromankese,Ghana,7.6827901,-1.654015,,,,,1,,,,,0,0,,,,0,,,
1366,FLOOD,NORTHERN,NANUMBA NORTH MUNICIPAL,2017/07/25,,Ghana,8.921455,-0.4230283,,,,,134,,,,,0,0,,,675,0,,,"NO ECONOMIC COST PROVIDED FOR CROPS AFFECTED.
4 SCHOOLS AFFECTED."
1364,FLOOD,NORTHERN,WEST GONJA,2017/08/20,,Ghana,9.221781,-2.4232296,,,,,23,,,,,0,0,,,,0,,,
1362,FLOOD,NORTHERN,SABOBA,2017/08/06,,Ghana,9.7079985,0.288777,,,,,79,,,,,0,0,,,432,0,,,NO ECONOMIC COST PROVIDED FOR CROPS AFFECTED.
1360,FLOOD,NORTHERN,KARAGA,2017/07/25,,Ghana,9.9177467,-0.7955256,,,,,15,,,,,0,0,,,,0,,,
1329,FLOOD,NORTHERN,ZABZUGU,2017/04/19,"NAKPALI, NBEBUDO",Ghana,8.9810958,0.3156424,,,,16,,,,,,0,0,,,,0,,,
1328,RAINSTORM,NORTHERN,GONJA CENTRAL,2017/05/17,"BOYAMU, DEBREPORT, AGEGE",Ghana,8.94003,-2.0886352,,,,14,,,,,,0,0,,,,0,,,
1325,RAINSTORM,NORTHERN,NORTH GONJA,2017/05/11,"DABOYA, MANKARAGU, YABGON, SAKPALA, TARI NO.1, TARI NO.2 LIN",Ghana,9.5268186,-1.3960792,,,,,38,,,,,0,0,,,,0,,,THREE (3)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1323,RAINSTORM,NORTHERN,CHEREPONI,2017/06/05,"NASONI, WENCHIKI, CHERI, SAKO, CHEREPONI, NYABANDI",Ghana,10.2742148,0.2023029,,,,30,,,,,,0,0,,,,0,,,SIX (6)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1322,RAINSTORM,NORTHERN,EAST GONJA,2017/04/04,"SALAGA, MAKANGU, KPANBE, NKWANTA, KIJEWU",Ghana,8.7255261,-1.1702951,,,,,156,,,,,0,0,,,,0,,,THREE (3)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1317,RAINSTORM,NORTHERN,MAMPRUSI EAST,2017/04/16,"GBANGU, GAMBAGA, LANGBINSI, NALERIGU, TANGBINI",Ghana,10.5325454,-0.4329027,,,,18,,,,,,0,0,,,,0,,,THREE (3)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1316,RAINSTORM,NORTHERN,WEST MAMPRUSI,2017/04/20,"KPALIGU, MOATANI, GAAGBINI",Ghana,10.3608766,-0.7566937,,,,,98,,,,,0,0,,,,0,,,THREE HOUSES (3)HAD THEIR ROOFS RIPPED OFF.
1313,RAINSTORM,NORTHERN,TAMALE NORTH SUB METRO,2017/04/05,"KALARIGA, DABOKPA, KPANVO, TUTINLI, VITTIN, GUMBIHINI",Ghana,9.3886414,-0.818804,,,,,33,,,,,0,0,,,,0,,,THREE (3)SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1311,RAINSTORM,NORTHERN,GONJA CENTRAL,2017/04/20,"KUSAWGU, KADIGBONTO, DIGMA",Ghana,9.2148373,-1.0658457,,,,,17,,,,,0,0,,,,0,,,SEVEN TEEN (17) HOUSES HAD THEIR ROOFS RIPPED OFF.
1213,RAINSTORM,NORTHERN,MAMPRUSI EAST,2017/03/28,"NALERIGU, GAMBAGA, TANGBINI, LAGBINSE",Ghana,10.5325454,-0.4329027,,,,,15,,,,,0,0,,,,0,,,TWO (2) SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1212,RAINSTORM,NORTHERN,KUMBUMGU,2017/03/28,"NAWUNI, DALUN, JAKPAHI, SAKUBA",Ghana,9.8743057,-0.1929904,,,,,25,,,,,0,0,,,,0,,,THREE SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1210,RAINSTORM,BRONG AHAFO,KINTAMPO SOUTH,2017/11/02,Yerepe,Ghana,7.9429549,-2.1362854,,,,,1,,,,,0,0,,,,0,,,
1207,RAINSTORM,NORTHERN,NANUMBA NORTH MUNICIPAL,2017/03/28,"SALAGA, MAKANGU, KPANBE, NKWANTA, KIJEWU",Ghana,8.7321244,0.101421,,,,,28,,,,,0,0,,,,0,,,FIVE (5) SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1205,RAINSTORM,NORTHERN,WEST MAMPRUSI,2017/02/20,"KPARIGU, MOATANI, BOAMASOH, DIANI, GAAGBINI",Ghana,10.2943988,-0.6399537,,,,,10,,,,,0,0,,,,0,,,
1203,FLOOD,NORTHERN,TOLON,2017/03/20,"TALI, DUNDO, NYANKPAL, KPASOGU, WORIBOGU, KUKOU",Ghana,9.4236025,-1.0442627,,,,,17,,,,,0,0,,,,0,,,TWO (2) SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1200,RAINSTORM,NORTHERN,TAMALE NORTH SUB METRO,2017/03/20,"KALARIGA, DABOKPA, KPANVO, TUTINLI, VITTIN, GUMBIHINI",Ghana,9.3886414,-0.818804,,,,,28,,,,,0,0,,,,0,,,THREE SCHOOL BUILDINGS HAD THEIR ROOFS RIPPED OFF.
1197,RAINSTORM,BRONG AHAFO,TECHIMAN NORTH,2017/11/13,Affuman,Ghana,7.6855119,-2.1272811,,,,,2,,,,,0,0,,,,0,,,
1194,RAINSTORM,NORTHERN,ZABZUGU,2017/02/15,"NAKPALI, NBEBUDO",Ghana,8.9810958,0.3156424,,,,,12,,,,,0,0,,,,0,,,ONE SCHOOL BUILDING HAD ITS ROOF RIPPED OFF.
1181,FLOOD,BRONG AHAFO,SENE EAST,2017/11/23,Nyankontre,Ghana,7.7949791,-0.3475964,,,,,3,,,,,0,0,,,,0,,,
1179,RAINSTORM,BRONG AHAFO,NKORANZA NORTH,2017/11/17,Domeabra,Ghana,7.7202715,-1.9257142,,,,,2,,,,,0,0,,,,0,,,
1177,RAINSTORM,BRONG AHAFO,NKORANZA NORTH,2017/11/23,Fiema,Ghana,7.7085523,-1.6974782,,,,,3,,,,,0,0,,,,0,,,
1175,RAINSTORM,BRONG AHAFO,TANO SOUTH,2017/11/11,Bechem,Ghana,7.0873924,-2.0383073,,,,,1,,,,,0,0,,,,0,,,
1163,RAINSTORM,BRONG AHAFO,WENCHI,2017/10/17,Boaden,Ghana,7.7405566,-2.1257689,,,,,17,,,,,0,0,,,,0,,,
1165,FLOOD,BRONG AHAFO,KINTAMPO NORTH,2017/08/17,WALA AKURAA,Ghana,8.3860489,-2.2456182,,1,,,,,,,,0,0,,,,0,,,
1162,FLOOD,BRONG AHAFO,KINTAMPO NORTH,2017/08/14,DAWDAW,Ghana,8.4497897,-1.5707874,,1,,,,,,,,0,0,,,,0,,,
1160,FLOOD,BRONG AHAFO,KINTAMPO NORTH,2017/08/14,KUNSU,Ghana,8.3860489,-2.2456182,,4,,,1,,,,,0,0,,,,0,,,
1155,FLOOD,BRONG AHAFO,,2017/07/26,SAMPA,Ghana,7.9495653,-2.7052117,,,,,1,,,,,0,0,,,,0,,,
1155,FLOOD,BRONG AHAFO,JAMAN NORTH,2018/04/12,SAMPA,Ghana,7.949544,-2.7052117,,,,,1,,,,,0,0,,,,0,,,
1152,FLOOD,BRONG AHAFO,ASUNAFO NORTH,2017/07/05,FAWOH OYEDEN,Ghana,6.8148906,-3.0126284,,,,,7,,,,,0,0,,,,0,,,
1150,FLOOD,BRONG AHAFO,ASUNAFO NORTH,2017/08/06,GYEDIM,Ghana,6.8148906,-3.0126284,,,,,1,,,,,0,0,,,,0,,,
1148,RAINSTORM,BRONG AHAFO,TAIN,2017/10/17,Badu fawoman,Ghana,7.6969681,-2.2371722,,,,,1,,,,,0,0,,,,0,,,
1145,FLOOD,BRONG AHAFO,NKORANZA SOUTH,2017/09/01,NKORANZA,Ghana,7.5659905,-1.726742,,3,,,1,,,,,0,0,,,,0,,,
1143,FLOOD,BRONG AHAFO,TECHIMAN MUNICIPAL,2017/07/11,TRAA,Ghana,7.6112228,-1.9118482,,,,,1,,,,,0,0,,,,0,,,
